Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[31L, 64L, 88L, 102L, 159L, 167L, 222L, 296L, 300L, 346L, 380L]",0.63,DE,0.63,-0.03,0.73,-0.1
"[6L, 23L, 97L, 115L, 137L, 151L, 162L, 187L, 230L, 248L, 276L, 298L, 372L]",0.55,DE,0.91,0.19,0.54,-0.31
"[4L, 23L, 28L, 55L, 70L, 88L, 110L, 114L, 118L, 128L, 140L, 148L, 156L, 194L, 205L, 224L, 229L, 230L, 235L, 249L, 258L, 263L, 304L, 370L, 373L]",0.35,DE,0.77,0.55,0.47,-0.06
"[4L, 19L, 55L, 70L, 79L, 110L, 118L, 126L, 128L, 129L, 132L, 145L, 148L, 156L, 157L, 160L, 197L, 199L, 200L, 227L, 229L, 249L, 288L, 294L, 304L, 325L, 370L]",0.47,DE,0.94,0.46,0.17,-0.2
"[5L, 20L, 24L, 25L, 68L, 132L, 143L, 144L, 150L, 184L, 205L, 267L, 290L, 371L]",0.6,DE,0.92,0.35,-0.22,-4.63
"[1L, 5L, 27L, 129L, 132L, 144L, 184L, 197L, 199L, 202L, 225L, 246L, 253L, 290L, 325L]",0.39,DE,0.95,0.61,0.13,-1.91
"[2L, 4L, 27L, 55L, 70L, 76L, 80L, 110L, 118L, 128L, 148L, 156L, 199L, 210L, 229L, 238L, 249L, 273L, 296L, 304L, 312L, 342L, 366L, 370L, 382L]",0.5,DE,0.99,0.8,-1.01,-1.68
"[4L, 22L, 53L, 55L, 70L, 76L, 110L, 114L, 118L, 128L, 148L, 156L, 188L, 210L, 212L, 217L, 229L, 238L, 239L, 249L, 273L, 304L, 321L, 333L, 370L, 382L]",0.65,DE,0.98,0.91,-2.09,-1.84
"[5L, 34L, 50L, 51L, 129L, 132L, 165L, 191L, 197L, 199L, 254L, 260L, 325L, 336L, 369L]",0.66,DE,0.87,0.65,-1.37,-2.37
"[20L, 23L, 102L, 143L, 150L, 205L, 222L, 230L, 267L, 276L, 346L, 371L]",0.67,DE,0.53,-0.03,0.55,0.35
"[6L, 23L, 28L, 76L, 93L, 124L, 145L, 230L, 276L, 285L, 298L, 372L, 384L]",0.52,DE,0.58,0.35,0.18,0.42
"[9L, 23L, 24L, 64L, 167L, 230L, 241L, 276L, 296L, 332L]",0.38,DE,0.79,0.38,0.8,0.61
"[2L, 4L, 27L, 55L, 70L, 80L, 88L, 110L, 114L, 118L, 128L, 148L, 156L, 194L, 199L, 205L, 224L, 229L, 235L, 249L, 263L, 296L, 304L, 312L, 342L, 366L, 370L]",0.76,DE,0.94,0.39,-1.11,-1.39
"[4L, 5L, 50L, 55L, 66L, 70L, 78L, 93L, 110L, 118L, 128L, 148L, 156L, 165L, 187L, 191L, 203L, 229L, 235L, 242L, 249L, 254L, 285L, 304L, 336L, 370L]",0.43,DE,0.99,0.61,-0.05,-0.39
"[27L, 28L, 66L, 71L, 76L, 93L, 103L, 124L, 145L, 154L, 199L, 217L, 263L, 271L, 285L, 304L, 306L]",0.65,DE,0.99,0.57,-1.1,-4.64
"[4L, 19L, 55L, 70L, 79L, 110L, 118L, 126L, 128L, 129L, 132L, 145L, 148L, 156L, 157L, 160L, 197L, 199L, 200L, 227L, 229L, 249L, 288L, 294L, 304L, 325L, 370L]",0.47,DE,0.94,0.46,0.17,-0.2
"[4L, 44L, 47L, 50L, 55L, 56L, 65L, 69L, 70L, 95L, 110L, 118L, 128L, 148L, 156L, 221L, 229L, 234L, 249L, 304L, 316L, 337L, 352L, 369L, 370L, 380L, 382L]",0.17,DE,0.99,0.92,0.38,0.31
"[23L, 76L, 93L, 124L, 140L, 145L, 230L, 258L, 276L, 285L, 373L]",0.52,DE,0.8,0.21,0.6,0.44
"[17L, 88L, 102L, 131L, 140L, 222L, 240L, 281L, 289L, 334L, 346L, 359L, 367L]",0.34,DE,0.89,0.59,0.42,-0.35
"[1L, 4L, 24L, 25L, 27L, 55L, 68L, 70L, 110L, 118L, 128L, 132L, 148L, 150L, 156L, 202L, 225L, 229L, 246L, 249L, 253L, 304L, 370L]",0.19,DE,1.0,0.91,0.29,-0.23
"[17L, 57L, 88L, 94L, 131L, 140L, 240L, 252L, 257L, 281L, 289L, 334L, 359L, 367L]",0.58,DE,0.93,0.13,0.56,-0.19
"[4L, 23L, 55L, 70L, 76L, 110L, 118L, 128L, 148L, 156L, 210L, 229L, 230L, 238L, 249L, 273L, 276L, 304L, 370L, 382L]",0.5,DE,0.9,0.52,-0.18,0.2
"[6L, 23L, 57L, 94L, 230L, 252L, 257L, 276L, 298L, 372L, 384L]",0.64,DE,0.43,0.05,0.44,0.43
"[8L, 17L, 32L, 42L, 64L, 88L, 103L, 138L, 140L, 153L, 190L, 197L, 204L, 240L, 281L, 309L, 363L, 365L, 367L]",0.62,DE,0.97,0.71,-1.34,-6.73
"[4L, 22L, 53L, 55L, 70L, 84L, 89L, 110L, 114L, 118L, 126L, 128L, 138L, 148L, 156L, 164L, 188L, 212L, 217L, 229L, 239L, 249L, 279L, 304L, 321L, 333L, 370L]",0.48,DE,0.99,0.85,-1.03,-3.24
"[4L, 6L, 41L, 43L, 45L, 49L, 55L, 70L, 91L, 110L, 118L, 128L, 148L, 156L, 225L, 229L, 231L, 249L, 250L, 298L, 304L, 370L, 372L, 384L]",0.28,DE,0.99,0.73,0.37,0.31
"[28L, 41L, 43L, 45L, 49L, 76L, 91L, 93L, 97L, 115L, 124L, 137L, 145L, 151L, 162L, 187L, 225L, 231L, 248L, 250L, 285L, 384L]",0.56,DE,0.99,0.6,-0.71,-1.27
"[1L, 9L, 24L, 27L, 102L, 202L, 222L, 225L, 241L, 246L, 253L, 332L, 346L]",0.83,DE,0.83,-0.04,-0.26,-2.25
"[1L, 4L, 27L, 31L, 55L, 70L, 88L, 110L, 118L, 128L, 148L, 156L, 159L, 202L, 225L, 229L, 246L, 249L, 253L, 300L, 304L, 370L, 380L]",0.42,DE,1.0,0.98,-1.06,-0.85
"[4L, 6L, 41L, 43L, 45L, 49L, 55L, 70L, 91L, 110L, 118L, 128L, 148L, 156L, 225L, 229L, 231L, 249L, 250L, 298L, 304L, 370L, 372L, 384L]",0.28,DE,0.99,0.73,0.37,0.31
"[4L, 6L, 23L, 28L, 55L, 70L, 110L, 118L, 128L, 140L, 148L, 156L, 229L, 230L, 249L, 258L, 298L, 304L, 370L, 372L, 373L, 384L]",0.55,DE,0.98,0.68,-0.91,0.02
"[1L, 4L, 27L, 47L, 50L, 55L, 69L, 70L, 110L, 118L, 128L, 148L, 156L, 202L, 221L, 225L, 229L, 246L, 249L, 253L, 304L, 337L, 369L, 370L, 382L]",0.55,DE,0.89,0.82,-1.28,-3.22
"[17L, 23L, 31L, 140L, 159L, 230L, 240L, 276L, 281L, 300L, 367L, 380L]",0.44,DE,0.87,0.39,0.51,-0.56
"[4L, 5L, 47L, 50L, 55L, 69L, 70L, 110L, 118L, 128L, 148L, 156L, 165L, 191L, 221L, 229L, 249L, 254L, 304L, 336L, 337L, 369L, 370L, 382L]",0.32,DE,0.96,0.85,-0.2,-0.18
"[23L, 31L, 76L, 88L, 93L, 124L, 140L, 145L, 159L, 230L, 258L, 285L, 300L, 373L, 380L]",0.51,DE,0.95,0.41,0.07,0.02
"[32L, 33L, 42L, 49L, 57L, 94L, 113L, 138L, 153L, 190L, 204L, 252L, 257L, 309L, 352L, 357L, 363L, 365L]",0.23,DE,0.94,0.72,0.66,0.52
"[4L, 17L, 23L, 28L, 55L, 70L, 78L, 110L, 118L, 124L, 128L, 140L, 148L, 156L, 229L, 230L, 242L, 249L, 258L, 286L, 301L, 304L, 370L, 373L]",0.5,DE,0.94,0.63,-0.51,-0.08
"[4L, 23L, 55L, 70L, 110L, 118L, 128L, 129L, 132L, 148L, 156L, 197L, 199L, 229L, 230L, 249L, 276L, 304L, 325L, 370L]",0.44,DE,0.72,0.39,0.51,0.25
"[22L, 53L, 76L, 86L, 114L, 124L, 129L, 188L, 210L, 212L, 217L, 237L, 238L, 239L, 273L, 308L, 321L, 333L, 382L]",0.27,DE,0.85,0.68,0.55,-3.18
"[4L, 19L, 47L, 50L, 55L, 69L, 70L, 79L, 110L, 118L, 126L, 128L, 145L, 148L, 156L, 157L, 160L, 200L, 221L, 227L, 229L, 249L, 288L, 294L, 304L, 337L, 369L, 370L, 382L]",0.53,DE,0.93,0.65,-0.7,-0.1
"[0L, 10L, 23L, 26L, 102L, 213L, 222L, 230L, 276L, 346L, 366L]",0.44,DE,0.72,0.27,0.86,0.6
"[23L, 31L, 76L, 88L, 93L, 124L, 140L, 145L, 159L, 230L, 258L, 285L, 300L, 373L, 380L]",0.51,DE,0.95,0.41,0.07,0.02
"[4L, 41L, 43L, 44L, 45L, 49L, 55L, 56L, 65L, 70L, 91L, 95L, 110L, 118L, 128L, 148L, 156L, 225L, 229L, 231L, 234L, 249L, 250L, 304L, 316L, 352L, 370L, 380L]",0.4,DE,0.99,0.76,-0.36,-0.68
"[4L, 6L, 24L, 43L, 55L, 70L, 110L, 118L, 128L, 148L, 156L, 229L, 249L, 257L, 298L, 304L, 338L, 370L, 372L, 384L]",0.54,DE,0.99,0.69,-0.87,-1.75
"[4L, 47L, 50L, 55L, 57L, 69L, 70L, 83L, 110L, 118L, 128L, 148L, 156L, 158L, 195L, 205L, 208L, 221L, 229L, 246L, 249L, 304L, 337L, 369L, 370L, 382L]",0.33,DE,0.92,0.63,0.38,0.22
"[17L, 23L, 88L, 129L, 132L, 140L, 197L, 199L, 230L, 240L, 276L, 281L, 325L, 367L]",0.51,DE,0.93,0.32,0.34,-0.81
"[4L, 23L, 55L, 70L, 110L, 118L, 128L, 129L, 132L, 148L, 156L, 197L, 199L, 229L, 230L, 249L, 276L, 304L, 325L, 370L]",0.44,DE,0.72,0.39,0.51,0.25
"[5L, 47L, 50L, 69L, 97L, 115L, 137L, 144L, 151L, 162L, 184L, 187L, 221L, 248L, 290L, 337L, 369L, 382L, 384L]",0.67,DE,0.99,0.55,-1.12,-2.17
"[4L, 24L, 32L, 42L, 43L, 55L, 70L, 110L, 118L, 128L, 138L, 148L, 153L, 156L, 190L, 204L, 229L, 249L, 257L, 304L, 309L, 338L, 363L, 365L, 370L]",0.57,DE,0.97,0.59,-0.73,0.13
