Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[4L, 17L, 23L, 28L, 55L, 70L, 78L, 110L, 118L, 124L, 128L, 140L, 148L, 156L, 229L, 230L, 242L, 249L, 258L, 286L, 301L, 304L, 370L, 373L]",0.5,DE,0.94,0.63,-0.51,-0.08
"[32L, 42L, 76L, 113L, 138L, 142L, 151L, 153L, 161L, 190L, 204L, 210L, 238L, 273L, 309L, 331L, 359L, 363L, 365L, 382L]",0.49,DE,0.96,0.69,-0.62,-1.46
"[1L, 4L, 27L, 34L, 55L, 70L, 110L, 118L, 128L, 134L, 148L, 156L, 202L, 210L, 225L, 229L, 246L, 249L, 253L, 268L, 304L, 319L, 370L]",0.19,DE,0.93,0.88,0.38,-1.02
"[1L, 8L, 25L, 27L, 37L, 102L, 166L, 202L, 206L, 222L, 225L, 246L, 253L, 271L, 346L]",0.51,DE,0.89,0.23,0.6,-1.47
"[4L, 23L, 28L, 55L, 70L, 110L, 118L, 128L, 140L, 148L, 156L, 229L, 230L, 249L, 258L, 276L, 304L, 370L, 373L]",0.42,DE,0.73,0.39,0.61,0.85
"[4L, 6L, 41L, 43L, 45L, 49L, 55L, 70L, 91L, 110L, 118L, 128L, 148L, 156L, 225L, 229L, 231L, 249L, 250L, 298L, 304L, 370L, 372L, 384L]",0.28,DE,0.99,0.73,0.37,0.31
"[1L, 4L, 27L, 34L, 55L, 70L, 110L, 118L, 128L, 134L, 148L, 156L, 202L, 210L, 225L, 229L, 246L, 249L, 253L, 268L, 304L, 319L, 370L]",0.19,DE,0.93,0.88,0.38,-1.02
"[1L, 5L, 27L, 129L, 132L, 144L, 184L, 197L, 199L, 202L, 225L, 246L, 253L, 290L, 325L]",0.39,DE,0.95,0.61,0.13,-1.91
"[1L, 8L, 25L, 27L, 37L, 102L, 166L, 202L, 206L, 222L, 225L, 246L, 253L, 271L, 346L]",0.51,DE,0.89,0.23,0.6,-1.47
"[4L, 23L, 28L, 55L, 70L, 110L, 118L, 128L, 140L, 148L, 156L, 229L, 230L, 249L, 258L, 276L, 304L, 370L, 373L]",0.42,DE,0.73,0.39,0.61,0.85
"[4L, 6L, 19L, 55L, 70L, 79L, 110L, 118L, 126L, 128L, 145L, 148L, 156L, 157L, 160L, 200L, 227L, 229L, 249L, 288L, 294L, 298L, 304L, 370L, 372L, 384L]",0.61,DE,1.0,0.77,-1.45,-3.53
"[4L, 23L, 27L, 28L, 55L, 70L, 103L, 110L, 118L, 128L, 140L, 148L, 156L, 199L, 217L, 229L, 230L, 249L, 258L, 263L, 271L, 304L, 370L, 373L]",0.5,DE,0.59,0.2,0.73,0.1
"[4L, 23L, 28L, 55L, 70L, 110L, 118L, 128L, 140L, 148L, 156L, 229L, 230L, 240L, 249L, 258L, 264L, 289L, 304L, 348L, 358L, 370L, 373L]",0.29,DE,0.97,0.85,-0.06,0.38
"[4L, 23L, 28L, 55L, 70L, 88L, 110L, 114L, 118L, 128L, 140L, 148L, 156L, 194L, 205L, 224L, 229L, 230L, 235L, 249L, 258L, 263L, 304L, 370L, 373L]",0.35,DE,0.77,0.55,0.47,-0.06
"[17L, 23L, 88L, 131L, 140L, 230L, 240L, 276L, 281L, 289L, 334L, 359L, 367L]",0.67,DE,0.76,-0.03,0.5,0.13
"[1L, 4L, 27L, 44L, 55L, 56L, 65L, 70L, 95L, 110L, 118L, 128L, 148L, 156L, 202L, 225L, 229L, 234L, 246L, 249L, 253L, 304L, 316L, 352L, 370L, 380L]",0.21,DE,1.0,0.9,0.22,0.01
"[1L, 4L, 27L, 31L, 55L, 70L, 88L, 110L, 118L, 128L, 148L, 156L, 159L, 202L, 225L, 229L, 246L, 249L, 253L, 300L, 304L, 370L, 380L]",0.42,DE,1.0,0.98,-1.06,-0.85
"[1L, 4L, 27L, 41L, 43L, 45L, 49L, 55L, 70L, 91L, 110L, 118L, 128L, 148L, 156L, 202L, 225L, 229L, 231L, 246L, 249L, 250L, 253L, 304L, 370L]",0.46,DE,1.0,0.87,-0.98,-4.09
"[4L, 5L, 50L, 55L, 66L, 70L, 78L, 93L, 110L, 118L, 128L, 148L, 156L, 165L, 187L, 191L, 203L, 229L, 235L, 242L, 249L, 254L, 285L, 304L, 336L, 370L]",0.43,DE,0.99,0.61,-0.05,-0.39
"[1L, 4L, 27L, 44L, 55L, 56L, 65L, 70L, 95L, 110L, 118L, 128L, 148L, 156L, 202L, 225L, 229L, 234L, 246L, 249L, 253L, 304L, 316L, 352L, 370L, 380L]",0.21,DE,1.0,0.9,0.22,0.01
"[22L, 53L, 76L, 86L, 114L, 124L, 129L, 188L, 210L, 212L, 217L, 237L, 238L, 239L, 273L, 308L, 321L, 333L, 382L]",0.27,DE,0.85,0.68,0.55,-3.18
"[1L, 4L, 27L, 41L, 43L, 45L, 49L, 55L, 70L, 91L, 110L, 118L, 128L, 148L, 156L, 202L, 225L, 229L, 231L, 246L, 249L, 250L, 253L, 304L, 370L]",0.46,DE,1.0,0.87,-0.98,-4.09
"[4L, 17L, 27L, 55L, 70L, 88L, 103L, 110L, 118L, 128L, 140L, 148L, 156L, 199L, 217L, 229L, 240L, 249L, 263L, 271L, 281L, 304L, 367L, 370L]",0.47,DE,1.0,0.98,-1.35,-4.53
"[1L, 27L, 34L, 51L, 129L, 132L, 197L, 199L, 202L, 225L, 246L, 253L, 260L, 325L, 369L]",0.44,DE,0.97,0.79,-0.68,-4.2
"[1L, 8L, 27L, 64L, 103L, 167L, 197L, 202L, 225L, 246L, 253L, 296L]",0.57,DE,0.87,0.24,0.25,-0.83
"[4L, 5L, 50L, 55L, 70L, 110L, 118L, 128L, 131L, 148L, 156L, 165L, 191L, 229L, 249L, 254L, 289L, 304L, 334L, 336L, 359L, 370L]",0.3,DE,1.0,1.0,-0.55,0.32
