Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[21L, 34L, 63L, 137L, 171L, 186L, 201L, 206L, 214L, 232L, 252L, 266L, 285L, 308L, 310L, 324L, 354L, 366L]",0.21,DE,1,0.73,0.68,-0.02
"[21L, 34L, 63L, 137L, 171L, 186L, 201L, 206L, 214L, 232L, 252L, 266L, 285L, 308L, 310L, 324L, 354L, 366L]",0.21,DE,1,0.73,0.68,-0.02
"[17L, 21L, 34L, 63L, 72L, 120L, 131L, 137L, 149L, 183L, 186L, 191L, 214L, 215L, 232L, 248L, 278L, 305L, 308L, 310L, 325L, 341L, 354L, 365L, 366L]",0.21,DE,0.97,0.92,0.15,-2.2
"[21L, 34L, 63L, 137L, 171L, 186L, 201L, 206L, 214L, 232L, 252L, 266L, 285L, 308L, 310L, 324L, 354L, 366L]",0.21,DE,1,0.73,0.68,-0.02
"[17L, 21L, 34L, 63L, 72L, 120L, 131L, 137L, 149L, 183L, 186L, 191L, 214L, 215L, 232L, 248L, 278L, 305L, 308L, 310L, 325L, 341L, 354L, 365L, 366L]",0.21,DE,0.97,0.92,0.15,-2.2
"[21L, 34L, 63L, 137L, 171L, 186L, 201L, 206L, 214L, 232L, 252L, 266L, 285L, 308L, 310L, 324L, 354L, 366L]",0.21,DE,1,0.73,0.68,-0.02
"[10L, 21L, 34L, 63L, 137L, 171L, 186L, 201L, 210L, 214L, 232L, 252L, 263L, 274L, 308L, 310L, 318L, 324L, 335L, 354L, 366L]",0.22,DE,0.95,0.93,0.07,-1.73
"[10L, 21L, 34L, 63L, 137L, 171L, 186L, 201L, 210L, 214L, 232L, 252L, 263L, 274L, 308L, 310L, 318L, 324L, 335L, 354L, 366L]",0.22,DE,0.95,0.93,0.07,-1.73
"[10L, 21L, 34L, 63L, 137L, 171L, 186L, 201L, 210L, 214L, 232L, 252L, 263L, 274L, 308L, 310L, 318L, 324L, 335L, 354L, 366L]",0.22,DE,0.95,0.93,0.07,-1.73
"[10L, 21L, 34L, 63L, 137L, 171L, 186L, 201L, 210L, 214L, 232L, 252L, 263L, 274L, 308L, 310L, 318L, 324L, 335L, 354L, 366L]",0.22,DE,0.95,0.93,0.07,-1.73
