Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[261, 322, 361]",0.96,DE,0.08,-0.29,-0.19,-0.06
"[4, 14, 69, 170, 226, 251, 301, 347]",0.92,DE,0.42,-0.28,-0.01,-1.1
"[190, 234, 295, 298, 307, 384]",4.98,DE,0.58,0.19,-22.08,-42.07
"[53, 103, 382]",0.9,DE,0.24,-0.11,-0.4,-1.07
"[6, 38, 112, 175, 180, 218, 295]",0.69,DE,0.72,0.42,-0.84,-1.15
"[4, 16, 29, 101, 138, 146, 197, 249, 284, 374]",1.27,DE,0.71,-0.83,-0.26,0.42
"[100, 119, 170, 196, 305]",1.37,DE,0.14,-0.71,-1.1,-0.59
"[25, 52, 94, 101, 114, 202, 268, 330, 332]",0.94,DE,0.44,-0.48,0.44,-0.4
"[217, 297, 326]",0.95,DE,0.09,-0.26,-0.24,0.23
"[20, 215, 225, 228, 235, 273, 299, 309, 363]",1.29,DE,0.62,0.06,-2.87,-6.58
"[35, 100, 246, 284, 328, 334, 345, 348]",0.58,DE,0.6,0.1,0.61,0.45
"[34, 60, 327]",0.83,DE,0.2,-0.14,0.0,0.4
"[131, 138, 220, 348]",0.93,DE,0.21,-0.23,-0.22,-0.34
"[3, 11, 19, 246, 250, 304]",0.3,DE,0.72,0.54,0.79,0.63
"[55, 220, 229, 363]",0.81,DE,0.31,-0.06,-0.08,-0.25
"[4, 30, 35, 88, 134, 288, 364, 374]",0.68,DE,0.54,-0.17,0.86,0.39
"[24, 38, 177, 286, 318, 333, 383]",0.79,DE,0.56,-0.05,-0.02,0.41
"[22, 31, 55, 108, 285, 305, 309, 339]",1.85,DE,-0.39,-1.05,-2.55,-3.91
"[89, 101, 169, 173, 226, 272, 297, 318, 380]",1.06,DE,0.66,-0.47,-0.2,-1.07
"[21, 53, 167, 201]",0.65,DE,0.64,0.45,-0.73,-1.67
"[2, 3, 43, 211, 236, 282, 305, 383, 391]",0.51,DE,0.64,0.36,0.25,-0.08
"[46, 64, 175, 305, 322, 336]",0.74,DE,0.59,0.31,-0.79,-1.03
"[18, 100, 116, 311, 352]",0.75,DE,0.51,0.19,-0.49,-1.99
"[19, 42, 167, 300, 304, 368]",0.62,DE,0.53,0.22,0.08,0.44
"[24, 58, 261, 278, 383]",0.84,DE,0.37,-0.04,-0.28,-1.1
"[11, 18, 116, 311]",0.51,DE,0.66,0.47,-0.11,-1.82
"[3, 11, 28, 274, 304, 343, 348]",1.06,DE,0.28,-0.43,-0.33,-0.91
"[3, 72, 130, 148, 153, 170, 373]",0.76,DE,0.57,-0.09,0.24,-0.07
"[3, 77, 169, 253, 330, 357]",0.84,DE,0.42,-0.18,0.08,0.2
"[138, 220, 250, 348]",1.47,DE,0.34,-1.23,-0.12,-0.28
"[20, 225, 228, 299, 304, 309, 363]",2.22,DE,0.55,0.11,-7.78,-20.35
"[4, 19, 44, 153, 163, 246, 250, 309]",0.61,DE,0.58,0.0,0.74,0.65
"[11, 100, 119, 170, 250, 305]",2.68,DE,0.34,-3.14,-0.8,-0.43
"[3, 19, 89, 101, 169, 246, 272, 297, 318, 380]",0.68,DE,0.56,-0.06,0.57,0.52
"[19, 29, 54, 64, 218, 246, 266, 304]",2.09,DE,-0.31,-1.23,-3.3,-2.65
"[47, 246]",0.52,DE,0.4,0.22,0.56,0.39
"[4, 19, 30, 35, 288, 364]",0.6,DE,0.4,0.11,0.5,0.06
"[19, 35, 100, 246, 284, 328, 334, 348]",0.4,DE,0.73,0.41,0.66,0.65
"[185, 242, 246, 370]",0.4,DE,0.63,0.43,0.57,-0.87
"[19, 297, 326]",0.75,DE,0.14,-0.18,0.55,0.79
"[2, 3, 27, 109, 128, 199]",0.43,DE,0.77,0.6,-0.06,-0.19
"[34, 60, 250]",2.48,DE,0.17,-3.12,0.14,0.28
"[4, 14, 69, 170, 226, 246, 251, 301, 304, 347]",0.74,DE,0.77,0.06,-0.09,0.68
"[11, 53, 103, 382]",0.93,DE,0.24,-0.17,-0.42,-1.09
"[3, 18, 35, 134, 152]",1.16,DE,-0.27,-0.81,0.25,0.38
"[3, 190, 298, 307, 384]",2.82,DE,0.37,0.03,-10.61,-17.85
"[55, 220, 229, 250, 304, 363]",1.65,DE,0.24,-1.44,-0.44,-0.5
"[1, 57, 75, 221, 246, 250, 251, 254, 298, 309]",1.0,DE,0.63,-0.54,0.28,-2.23
"[25, 52, 101, 114, 202, 246, 268, 332]",0.38,DE,0.77,0.53,0.41,0.12
"[3, 11, 29, 70, 171, 212, 220, 265]",1.51,DE,0.34,-0.12,-3.52,-4.82
"[19, 69, 104, 185, 287, 392]",0.81,DE,0.27,-0.31,0.62,-755.91
"[11, 35, 382]",0.72,DE,0.21,-0.07,0.41,0.32
"[22, 31, 55, 285, 305, 309, 339]",1.9,DE,-0.47,-0.96,-3.1,-4.42
"[149, 253, 309, 345]",1.0,DE,0.28,-0.42,-0.02,0.05
"[24, 38, 250, 286, 318, 333]",1.54,DE,0.44,-1.56,0.48,-0.57
"[250, 267, 322, 354]",0.87,DE,0.49,0.03,-0.68,-1.22
"[2, 3, 43, 211, 236, 282, 383]",0.28,DE,0.8,0.64,0.59,-0.15
"[19, 34, 198, 235, 304]",0.73,DE,0.2,-0.18,0.65,0.44
"[112, 175, 218, 295]",0.79,DE,0.49,0.22,-0.81,-0.63
"[3, 21, 53, 167, 201, 246]",0.65,DE,0.64,0.33,-0.38,-1.09
"[72, 110, 119, 140, 179, 246, 250, 304, 312, 383]",0.75,DE,0.62,-0.03,0.11,0.03
"[3, 10, 82, 85, 136, 211, 278, 358]",2.9,DE,-1.3,-3.2,-1.77,-0.6
"[86, 110, 146, 226, 246, 339]",0.63,DE,0.49,-0.02,0.67,-0.38
"[3, 11, 19, 246, 250, 304]",0.3,DE,0.72,0.54,0.79,0.63
"[11, 147, 171, 372, 387]",0.76,DE,0.48,0.05,-0.16,-0.26
"[3, 46, 64, 175, 250, 305, 336]",0.9,DE,0.66,0.08,-0.98,-1.52
"[11, 261, 322, 361]",0.98,DE,0.1,-0.36,-0.1,0.01
"[48, 291]",0.94,DE,0.01,-0.28,-0.15,-0.2
"[11, 210, 246, 250, 260, 272, 343]",0.54,DE,0.64,0.25,0.38,0.32
"[11, 15, 44, 194, 207]",1.15,DE,-0.3,-0.78,0.23,0.56
"[4, 16, 19, 29, 101, 284, 374]",0.44,DE,0.74,0.27,0.84,0.28
"[19, 79, 394]",0.53,DE,0.35,0.15,0.75,-12260.6
"[92, 100, 173, 224, 257, 299, 381]",0.54,DE,0.75,0.42,-0.1,-1.27
"[3, 10, 82, 85, 136, 211, 278, 358]",2.9,DE,-1.3,-3.2,-1.77,-0.6
"[2, 27, 109, 128, 199, 205]",0.45,DE,0.75,0.54,0.01,-0.2
"[3, 46, 64, 175, 250, 305, 336]",0.9,DE,0.66,0.08,-0.98,-1.52
"[77, 169, 201, 253, 330, 357]",0.87,DE,0.48,-0.2,-0.01,0.09
"[149, 253, 309, 345]",1.0,DE,0.28,-0.42,-0.02,0.05
"[3, 11, 28, 274, 304, 343, 348]",1.06,DE,0.28,-0.43,-0.33,-0.91
"[11, 100, 119, 170, 250, 305]",2.68,DE,0.34,-3.14,-0.8,-0.43
"[19, 62, 69, 104, 185, 287, 392]",1.01,DE,-0.12,-0.69,0.66,-638.72
"[4, 16, 29, 101, 138, 146, 197, 249, 284, 374]",1.27,DE,0.71,-0.83,-0.26,0.42
"[24, 58, 261, 278, 325, 373, 383]",1.08,DE,0.69,0.11,-1.98,-2.25
"[11, 147, 171, 372, 387]",0.76,DE,0.48,0.05,-0.16,-0.26
"[1, 57, 75, 221, 246, 250, 251, 254, 298, 309]",1.0,DE,0.63,-0.54,0.28,-2.23
"[89, 101, 169, 173, 226, 272, 297, 318, 380]",1.06,DE,0.66,-0.47,-0.2,-1.07
"[180, 185, 242, 370]",0.62,DE,0.52,0.22,0.05,-0.39
"[86, 110, 146, 226, 322, 339]",1.26,DE,0.34,-0.56,-0.96,-0.42
"[48, 291]",0.94,DE,0.01,-0.28,-0.15,-0.2
"[24, 38, 250, 286, 318, 333]",1.54,DE,0.44,-1.56,0.48,-0.57
"[138, 220, 250, 348]",1.47,DE,0.34,-1.23,-0.12,-0.28
"[250, 267, 322, 354]",0.87,DE,0.49,0.03,-0.68,-1.22
"[34, 198, 204, 235]",0.99,DE,0.48,0.19,-1.71,-1.78
"[4, 30, 35, 88, 134, 288, 364, 374]",0.68,DE,0.54,-0.17,0.86,0.39
"[112, 175, 218, 295]",0.79,DE,0.49,0.22,-0.81,-0.63
"[4, 44, 153, 163, 241, 309, 341]",0.95,DE,0.49,-0.06,-0.79,-1.05
"[47, 246]",0.52,DE,0.4,0.22,0.56,0.39
"[25, 52, 94, 101, 114, 202, 268, 330, 332]",0.94,DE,0.44,-0.48,0.44,-0.4
"[55, 220, 229, 250, 304, 363]",1.65,DE,0.24,-1.44,-0.44,-0.5
"[217, 297, 326]",0.95,DE,0.09,-0.26,-0.24,0.23
"[3, 18, 35, 134, 152]",1.16,DE,-0.27,-0.81,0.25,0.38
"[190, 234, 295, 298, 307, 384]",4.98,DE,0.58,0.19,-22.08,-42.07
"[210, 260, 272, 343]",0.72,DE,0.48,0.17,-0.33,-0.69
"[35, 100, 246, 284, 328, 334, 345, 348]",0.58,DE,0.6,0.1,0.61,0.45
"[42, 167, 242, 300, 368]",0.87,DE,0.49,0.11,-0.91,-0.44
"[19, 29, 54, 64, 218, 246, 266, 304]",2.09,DE,-0.31,-1.23,-3.3,-2.65
"[3, 11, 19, 246, 250, 304]",0.3,DE,0.72,0.54,0.79,0.63
"[18, 100, 116, 311, 352]",0.75,DE,0.51,0.19,-0.49,-1.99
"[11, 261, 322, 361]",0.98,DE,0.1,-0.36,-0.1,0.01
"[4, 14, 69, 170, 226, 251, 301, 347]",0.92,DE,0.42,-0.28,-0.01,-1.1
"[2, 3, 43, 211, 236, 282, 305, 383, 391]",0.51,DE,0.64,0.36,0.25,-0.08
"[92, 100, 111, 173, 224, 257, 299, 381]",0.68,DE,0.77,0.38,-0.68,-4.25
"[34, 60, 250]",2.48,DE,0.17,-3.12,0.14,0.28
"[72, 110, 119, 140, 179, 246, 250, 304, 312, 383]",0.75,DE,0.62,-0.03,0.11,0.03
"[21, 53, 167, 201]",0.65,DE,0.64,0.45,-0.73,-1.67
"[20, 225, 228, 299, 304, 309, 363]",2.22,DE,0.55,0.11,-7.78,-20.35
"[3, 72, 130, 148, 153, 170, 352, 373]",0.88,DE,0.56,-0.1,-0.37,-0.76
"[11, 15, 44, 194, 207]",1.15,DE,-0.3,-0.78,0.23,0.56
"[11, 53, 103, 382]",0.93,DE,0.24,-0.17,-0.42,-1.09
"[22, 31, 55, 285, 305, 309, 339]",1.9,DE,-0.47,-0.96,-3.1,-4.42
"[11, 35, 382]",0.72,DE,0.21,-0.07,0.41,0.32
"[3, 11, 29, 70, 171, 212, 220, 265]",1.51,DE,0.34,-0.12,-3.52,-4.82
"[19, 79, 394]",0.53,DE,0.35,0.15,0.75,-12260.6
"[48, 236, 291]",0.97,DE,0.03,-0.36,-0.05,0.0
"[19, 35, 100, 211, 246, 284, 328, 334, 348]",0.49,DE,0.64,0.25,0.64,0.57
"[11, 236, 261, 282, 322, 361]",1.15,DE,0.24,-0.59,-0.31,-3.45
"[3, 72, 130, 148, 153, 170, 373]",0.76,DE,0.57,-0.09,0.24,-0.07
"[3, 43, 46, 64, 175, 211, 250, 305, 336, 383]",0.74,DE,0.66,0.12,-0.25,-0.67
"[2, 86, 110, 146, 211, 226, 246, 339]",0.32,DE,0.86,0.58,0.55,0.11
"[3, 112, 175, 218, 236, 282, 295]",0.53,DE,0.58,0.24,0.5,-3.08
"[22, 31, 55, 236, 285, 305, 309, 339, 383]",2.52,DE,-0.95,-1.68,-4.17,-6.19
"[4, 19, 44, 153, 163, 246, 250, 309]",0.61,DE,0.58,0.0,0.74,0.65
"[4, 14, 69, 170, 226, 246, 251, 282, 301, 304, 305, 347]",1.0,DE,0.8,-0.08,-1.02,0.51
"[19, 79, 211, 394]",0.46,DE,0.57,0.29,0.67,-16343.12
"[185, 242, 246, 305, 370, 391]",0.47,DE,0.68,0.36,0.47,-0.9
"[3, 4, 16, 19, 29, 43, 101, 284, 374]",1.89,DE,-0.54,-1.35,-1.92,-1.11
"[2, 92, 100, 173, 224, 257, 299, 381, 391]",0.43,DE,0.85,0.63,-0.1,-0.17
"[4, 19, 30, 35, 236, 288, 364]",0.41,DE,0.63,0.38,0.66,0.05
"[3, 149, 211, 253, 305, 309, 345]",1.72,DE,0.24,-0.56,-3.33,-4.51
"[19, 34, 198, 211, 235, 304]",0.42,DE,0.74,0.43,0.49,0.78
"[3, 11, 28, 274, 304, 343, 348, 391]",6.03,DE,0.12,-0.43,-25.69,-62.19
"[3, 190, 211, 298, 307, 384]",0.8,DE,0.69,0.38,-1.32,-4.33
"[19, 42, 43, 167, 300, 304, 368]",0.63,DE,0.6,0.23,-0.01,0.21
"[11, 15, 44, 194, 207, 282]",1.21,DE,-0.37,-0.93,0.32,0.44
"[1, 57, 75, 221, 246, 250, 251, 254, 298, 309]",1.0,DE,0.63,-0.54,0.28,-2.23
"[3, 11, 29, 70, 171, 212, 220, 265]",1.51,DE,0.34,-0.12,-3.52,-4.82
"[3, 77, 169, 253, 330, 357]",0.84,DE,0.42,-0.18,0.08,0.2
"[3, 11, 19, 236, 246, 250, 282, 304]",0.5,DE,0.76,0.26,0.54,-0.02
"[2, 19, 29, 54, 64, 211, 218, 236, 246, 266, 304]",1.2,DE,0.48,-0.12,-1.92,-2.11
"[47, 246, 383]",0.56,DE,0.43,0.16,0.53,0.43
"[19, 69, 104, 185, 236, 287, 392]",1.26,DE,0.18,-0.54,-1.02,-919.83
"[24, 58, 211, 261, 278, 383]",0.99,DE,0.52,0.21,-1.8,-2.82
"[24, 38, 250, 286, 318, 333]",1.54,DE,0.44,-1.56,0.48,-0.57
"[2, 3, 43, 211, 236, 282, 383]",0.28,DE,0.8,0.64,0.59,-0.15
"[3, 55, 220, 229, 236, 250, 282, 304, 363, 383]",4.25,DE,0.81,-1.96,-12.21,-23.76
"[11, 43, 210, 246, 250, 260, 272, 343]",1.03,DE,0.7,0.3,-2.27,-2.7
"[2, 3, 211, 250, 267, 322, 354, 383]",0.36,DE,0.81,0.55,0.42,0.41
"[138, 220, 250, 348, 383]",1.77,DE,0.34,-1.84,0.09,0.02
"[2, 27, 109, 128, 199]",0.43,DE,0.75,0.58,-0.01,-0.23
"[11, 18, 116, 211, 311]",0.42,DE,0.72,0.5,0.3,-0.45
"[3, 10, 82, 85, 136, 211, 278, 358]",2.9,DE,-1.3,-3.2,-1.77,-0.6
"[11, 147, 171, 372, 387]",0.76,DE,0.48,0.05,-0.16,-0.26
"[3, 11, 35, 382, 391]",0.85,DE,0.05,-0.37,0.61,-0.97
"[3, 19, 297, 305, 326]",0.84,DE,0.17,-0.23,0.25,0.54
"[34, 60, 211, 250]",1.88,DE,0.35,-2.09,0.25,0.36
"[3, 25, 52, 101, 114, 202, 246, 268, 332, 383]",0.88,DE,0.86,0.62,-2.42,-2.64
"[3, 21, 53, 167, 201, 246]",0.65,DE,0.64,0.33,-0.38,-1.09
"[2, 72, 110, 119, 140, 179, 211, 246, 250, 304, 312, 383]",1.34,DE,0.93,-0.35,-1.94,-0.2
"[11, 53, 103, 282, 382]",0.98,DE,0.24,-0.26,-0.41,-1.06
"[20, 43, 225, 228, 299, 304, 305, 309, 363]",0.77,DE,0.69,0.2,-0.65,-5.94
"[3, 18, 35, 134, 152, 211, 383]",0.56,DE,0.53,0.22,0.37,0.07
"[19, 89, 101, 169, 246, 272, 297, 318, 380]",0.5,DE,0.69,0.15,0.89,0.71
"[11, 100, 119, 170, 250, 305, 391]",1.82,DE,0.56,-1.81,-0.25,-2.49
"[3, 10, 82, 85, 136, 211, 278, 358]",2.9,DE,-1.3,-3.2,-1.77,-0.6
"[2, 27, 109, 128, 199, 205]",0.45,DE,0.75,0.54,0.01,-0.2
"[3, 46, 64, 175, 250, 305, 336]",0.9,DE,0.66,0.08,-0.98,-1.52
"[77, 169, 201, 253, 330, 357]",0.87,DE,0.48,-0.2,-0.01,0.09
"[3, 149, 211, 253, 305, 309, 345]",1.72,DE,0.24,-0.56,-3.33,-4.51
"[3, 11, 28, 274, 304, 343, 348, 391]",6.03,DE,0.12,-0.43,-25.69,-62.19
"[11, 100, 119, 170, 250, 305, 391]",1.82,DE,0.56,-1.81,-0.25,-2.49
"[19, 69, 104, 185, 236, 287, 392]",1.26,DE,0.18,-0.54,-1.02,-919.83
"[3, 4, 16, 19, 29, 43, 101, 284, 374]",1.89,DE,-0.54,-1.35,-1.92,-1.11
"[24, 58, 261, 278, 325, 373, 383]",1.08,DE,0.69,0.11,-1.98,-2.25
"[11, 147, 171, 372, 387]",0.76,DE,0.48,0.05,-0.16,-0.26
"[1, 57, 75, 221, 246, 250, 251, 254, 298, 309]",1.0,DE,0.63,-0.54,0.28,-2.23
"[89, 101, 169, 173, 226, 272, 297, 318, 380]",1.06,DE,0.66,-0.47,-0.2,-1.07
"[180, 185, 242, 370]",0.62,DE,0.52,0.22,0.05,-0.39
"[86, 110, 146, 226, 322, 339]",1.26,DE,0.34,-0.56,-0.96,-0.42
"[48, 236, 291]",0.97,DE,0.03,-0.36,-0.05,0.0
"[24, 38, 250, 286, 318, 333]",1.54,DE,0.44,-1.56,0.48,-0.57
"[138, 220, 250, 348, 383]",1.77,DE,0.34,-1.84,0.09,0.02
"[250, 267, 322, 354]",0.87,DE,0.49,0.03,-0.68,-1.22
"[34, 198, 204, 235]",0.99,DE,0.48,0.19,-1.71,-1.78
"[4, 30, 35, 88, 134, 288, 364, 374]",0.68,DE,0.54,-0.17,0.86,0.39
"[112, 175, 218, 295]",0.79,DE,0.49,0.22,-0.81,-0.63
"[4, 44, 153, 163, 241, 309, 341]",0.95,DE,0.49,-0.06,-0.79,-1.05
"[47, 246, 383]",0.56,DE,0.43,0.16,0.53,0.43
"[25, 52, 94, 101, 114, 202, 268, 330, 332]",0.94,DE,0.44,-0.48,0.44,-0.4
"[3, 55, 220, 229, 236, 250, 282, 304, 363, 383]",4.25,DE,0.81,-1.96,-12.21,-23.76
"[217, 297, 326]",0.95,DE,0.09,-0.26,-0.24,0.23
"[3, 18, 35, 134, 152]",1.16,DE,-0.27,-0.81,0.25,0.38
"[190, 234, 295, 298, 307, 384]",4.98,DE,0.58,0.19,-22.08,-42.07
"[11, 43, 210, 246, 250, 260, 272, 343]",1.03,DE,0.7,0.3,-2.27,-2.7
"[35, 100, 246, 284, 328, 334, 345, 348]",0.58,DE,0.6,0.1,0.61,0.45
"[42, 167, 242, 300, 368]",0.87,DE,0.49,0.11,-0.91,-0.44
"[2, 19, 29, 54, 64, 211, 218, 236, 246, 266, 304]",1.2,DE,0.48,-0.12,-1.92,-2.11
"[3, 11, 19, 236, 246, 250, 282, 304]",0.5,DE,0.76,0.26,0.54,-0.02
"[18, 100, 116, 311, 352]",0.75,DE,0.51,0.19,-0.49,-1.99
"[11, 236, 261, 282, 322, 361]",1.15,DE,0.24,-0.59,-0.31,-3.45
"[4, 14, 69, 170, 226, 246, 251, 282, 301, 304, 305, 347]",1.0,DE,0.8,-0.08,-1.02,0.51
"[2, 3, 43, 211, 236, 282, 305, 383, 391]",0.51,DE,0.64,0.36,0.25,-0.08
"[92, 100, 111, 173, 224, 257, 299, 381]",0.68,DE,0.77,0.38,-0.68,-4.25
"[34, 60, 211, 250]",1.88,DE,0.35,-2.09,0.25,0.36
"[2, 72, 110, 119, 140, 179, 211, 246, 250, 304, 312, 383]",1.34,DE,0.93,-0.35,-1.94,-0.2
"[21, 53, 167, 201]",0.65,DE,0.64,0.45,-0.73,-1.67
"[20, 225, 228, 299, 304, 309, 363]",2.22,DE,0.55,0.11,-7.78,-20.35
"[3, 72, 130, 148, 153, 170, 352, 373]",0.88,DE,0.56,-0.1,-0.37,-0.76
"[11, 15, 44, 194, 207, 282]",1.21,DE,-0.37,-0.93,0.32,0.44
"[11, 53, 103, 282, 382]",0.98,DE,0.24,-0.26,-0.41,-1.06
"[22, 31, 55, 236, 285, 305, 309, 339, 383]",2.52,DE,-0.95,-1.68,-4.17,-6.19
"[3, 11, 35, 382, 391]",0.85,DE,0.05,-0.37,0.61,-0.97
"[3, 11, 29, 70, 171, 212, 220, 265]",1.51,DE,0.34,-0.12,-3.52,-4.82
"[19, 79, 394]",0.53,DE,0.35,0.15,0.75,-12260.6
"[3, 211, 250, 267, 322, 354, 383]",0.77,DE,0.39,-0.1,0.22,0.15
"[3, 72, 130, 148, 153, 170, 373]",0.76,DE,0.57,-0.09,0.24,-0.07
"[3, 77, 169, 253, 330, 357]",0.84,DE,0.42,-0.18,0.08,0.2
"[2, 86, 110, 146, 211, 226, 246, 339]",0.32,DE,0.86,0.58,0.55,0.11
"[20, 43, 211, 225, 228, 299, 304, 305, 309, 363]",0.64,DE,0.75,0.37,-0.45,-1.99
"[11, 236, 261, 282, 322, 361]",1.15,DE,0.24,-0.59,-0.31,-3.45
"[3, 19, 89, 101, 169, 246, 272, 297, 318, 380]",0.68,DE,0.56,-0.06,0.57,0.52
"[47, 246, 305, 383]",0.64,DE,0.42,0.03,0.52,0.36
"[185, 242, 246, 305, 370, 391]",0.47,DE,0.68,0.36,0.47,-0.9
"[19, 35, 100, 246, 284, 328, 334, 348]",0.4,DE,0.73,0.41,0.66,0.65
"[3, 149, 211, 253, 305, 309, 345]",1.72,DE,0.24,-0.56,-3.33,-4.51
"[3, 112, 175, 218, 282, 295]",0.76,DE,0.56,0.17,-0.49,-2.57
"[19, 34, 198, 211, 235, 304]",0.42,DE,0.74,0.43,0.49,0.78
"[3, 10, 82, 85, 136, 211, 278, 358, 383]",1.2,DE,-0.04,-0.75,-0.12,-0.09
"[3, 11, 28, 274, 304, 343, 348, 391]",6.03,DE,0.12,-0.43,-25.69,-62.19
"[19, 42, 43, 167, 300, 304, 368]",0.63,DE,0.6,0.23,-0.01,0.21
"[24, 38, 250, 286, 318, 333]",1.54,DE,0.44,-1.56,0.48,-0.57
"[11, 15, 44, 194, 207, 282]",1.21,DE,-0.37,-0.93,0.32,0.44
"[4, 19, 30, 35, 236, 288, 364]",0.41,DE,0.63,0.38,0.66,0.05
"[1, 2, 57, 75, 221, 246, 250, 251, 254, 298, 309]",0.7,DE,0.82,-0.11,0.59,-1.63
"[3, 43, 46, 64, 175, 211, 250, 282, 305, 336, 383]",0.79,DE,0.81,0.18,-0.7,-4.49
"[48, 236, 291, 305]",1.12,DE,0.36,-0.01,-1.8,-5.21
"[2, 3, 11, 29, 43, 70, 171, 212, 220, 265, 282]",0.99,DE,0.62,-0.34,-0.24,-0.23
"[3, 11, 19, 236, 246, 250, 282, 304]",0.5,DE,0.76,0.26,0.54,-0.02
"[2, 19, 29, 54, 64, 211, 218, 236, 246, 266, 304]",1.2,DE,0.48,-0.12,-1.92,-2.11
"[19, 79, 211, 394]",0.46,DE,0.57,0.29,0.67,-16343.12
"[3, 190, 211, 298, 307, 383, 384]",1.15,DE,0.71,0.32,-2.91,-6.23
"[19, 69, 104, 185, 236, 287, 392]",1.26,DE,0.18,-0.54,-1.02,-919.83
"[2, 3, 27, 109, 128, 199]",0.43,DE,0.77,0.6,-0.06,-0.19
"[22, 31, 55, 236, 285, 305, 309, 339, 383]",2.52,DE,-0.95,-1.68,-4.17,-6.19
"[2, 3, 43, 211, 236, 282, 383]",0.28,DE,0.8,0.64,0.59,-0.15
"[3, 55, 220, 229, 236, 250, 282, 304, 363, 383]",4.25,DE,0.81,-1.96,-12.21,-23.76
"[11, 43, 210, 246, 250, 260, 272, 343]",1.03,DE,0.7,0.3,-2.27,-2.7
"[138, 220, 250, 348, 383]",1.77,DE,0.34,-1.84,0.09,0.02
"[3, 18, 35, 134, 152, 211, 383]",0.56,DE,0.53,0.22,0.37,0.07
"[11, 18, 116, 211, 311]",0.42,DE,0.72,0.5,0.3,-0.45
"[24, 58, 211, 236, 261, 278, 383]",1.0,DE,0.57,0.28,-2.03,-3.5
"[11, 147, 171, 372, 387]",0.76,DE,0.48,0.05,-0.16,-0.26
"[3, 11, 35, 382, 391]",0.85,DE,0.05,-0.37,0.61,-0.97
"[2, 92, 100, 173, 224, 257, 299, 381, 383, 391]",0.61,DE,0.84,0.59,-0.92,-2.94
"[3, 19, 297, 305, 326]",0.84,DE,0.17,-0.23,0.25,0.54
"[4, 14, 69, 170, 226, 246, 251, 282, 301, 304, 305, 347]",1.0,DE,0.8,-0.08,-1.02,0.51
"[34, 60, 211, 250]",1.88,DE,0.35,-2.09,0.25,0.36
"[3, 25, 52, 101, 114, 202, 246, 268, 332, 383]",0.88,DE,0.86,0.62,-2.42,-2.64
"[4, 19, 44, 153, 163, 246, 250, 309, 391]",0.65,DE,0.6,-0.08,0.74,0.67
"[2, 72, 110, 119, 140, 179, 211, 246, 250, 304, 312, 383]",1.34,DE,0.93,-0.35,-1.94,-0.2
"[11, 53, 103, 282, 382]",0.98,DE,0.24,-0.26,-0.41,-1.06
"[3, 4, 16, 19, 29, 43, 101, 284, 374, 391]",2.04,DE,-0.47,-1.41,-2.5,-1.42
